[2026-08-30 14:11:06] : Clicked: App: CLIENT, Title: WindowDefenderV1
[2026-08-30 14:11:08] : Clicked: App: ADMIN, Title: ADMIN — Control Panel
[2026-08-30 14:11:11] : Clicked: App: ADMIN, Title: ADMIN — Control Panel
[2026-08-30 14:11:15] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:18] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:23] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:24] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:24] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:24] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:27] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:28] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:29] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:35] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:36] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:36] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:38] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:38] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:43] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:45] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:47] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:47] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:49] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:50] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:51] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:52] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:53] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:54] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:57] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:57] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:11:58] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:12:00] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 14:12:07] : Clicked: App: ADMIN, Title: ADMIN — Control Panel
[2026-08-30 14:12:09] : Clicked: App: CLIENT, Title: WindowDefenderV1
[2026-08-30 14:12:10] : Clicked: App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 14:12:11] : Clicked: App: CLIENT, Title: WindowDefenderV1
[2026-08-30 14:12:21] : Clicked: App: Code, Title: CLIENT.sln - test-deployment - Visual Studio Code
[2026-08-30 17:18:03] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:18:04] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:18:06] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:18:07] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:18:10] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:18:13] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:18:14] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:18:19] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:18:20] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:18:21] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:18:22] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:18:22] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:18:24] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:18:26] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:18:31] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:18:33] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:18:37] : Key: LeftWindows, App: ADMIN, Title: File Manager
[2026-08-30 17:18:37] : Key: E, App: ADMIN, Title: File Manager
[2026-08-30 17:18:46] : Clicked: App: explorer, Title: File Explorer
[2026-08-30 17:18:48] : Clicked: App: explorer, Title: This PC
[2026-08-30 17:18:48] : Clicked: App: explorer, Title: This PC
[2026-08-30 17:18:49] : Clicked: App: explorer, Title: Local Disk (C:)
[2026-08-30 17:18:50] : Clicked: App: explorer, Title: Local Disk (C:)
[2026-08-30 17:18:50] : Clicked: App: explorer, Title: Local Disk (C:)
[2026-08-30 17:18:51] : Clicked: App: explorer, Title: Local Disk (C:)
[2026-08-30 17:18:51] : Clicked: App: explorer, Title: Local Disk (C:)
[2026-08-30 17:18:52] : Clicked: App: explorer, Title: Local Disk (C:)
[2026-08-30 17:18:56] : Clicked: App: explorer, Title: Local Disk (C:)
[2026-08-30 17:18:56] : Clicked: App: explorer, Title: Local Disk (C:)
[2026-08-30 17:19:00] : Clicked: App: explorer, Title: Program Files
[2026-08-30 17:19:01] : Clicked: App: explorer, Title: Local Disk (C:)
[2026-08-30 17:19:02] : Clicked: App: explorer, Title: Local Disk (C:)
[2026-08-30 17:19:02] : Clicked: App: explorer, Title: Program Files (x86)
[2026-08-30 17:19:04] : Clicked: App: explorer, Title: Program Files (x86)
[2026-08-30 17:19:04] : Key: A, App: explorer, Title: Local Disk (C:)
[2026-08-30 17:19:05] : Clicked: App: explorer, Title: Local Disk (C:)
[2026-08-30 17:19:05] : Clicked: App: explorer, Title: Local Disk (C:)
[2026-08-30 17:19:06] : Clicked: App: explorer, Title: asd
[2026-08-30 17:19:06] : Key: Ctrl, App: explorer, Title: asd
[2026-08-30 17:19:06] : Key: Ctrl + A, App: explorer, Title: asd
[2026-08-30 17:19:08] : Key: Delete, App: explorer, Title: asd
[2026-08-30 17:19:14] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:19:15] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:19:17] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:19:18] : Clicked: App: explorer, Title: asd
[2026-08-30 17:19:20] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 17:19:21] : Clicked: App: ADMIN, Title: Remote Desktop
[2026-08-30 17:19:22] : Clicked: App: ADMIN, Title: ADMIN — Control Panel
[2026-08-30 17:19:24] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:19:26] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:19:27] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:19:29] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:19:31] : Clicked: App: ADMIN, Title: File Manager
[2026-08-30 17:19:33] : Clicked: App: ADMIN, Title: ADMIN — Control Panel
[2026-08-30 17:19:34] : Clicked: App: explorer, Title: asd
[2026-08-30 17:19:35] : Key: S, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:35] : Key: S, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:35] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:35] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:35] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:35] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:36] : Key: F, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:36] : Key: F, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:36] : Key: I, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:36] : Key: I, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:36] : Key: L, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:36] : Key: L, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:36] : Key: E, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:36] : Key: E, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:36] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:36] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:36] : Key: M, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:36] : Key: M, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:36] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:36] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:36] : Key: N, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:36] : Key: N, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:37] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:37] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:37] : Key: G, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:37] : Key: G, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:37] : Key: E, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:37] : Key: E, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:37] : Key: R, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:37] : Key: R, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:37] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:37] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:37] : Key: P, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:37] : Key: P, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:38] : Key: W, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:38] : Key: W, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:38] : Key: E, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:38] : Key: E, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:38] : Key: D, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:38] : Key: D, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:38] : Key: E, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:38] : Key: E, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:38] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:38] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:38] : Key: M, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:38] : Key: M, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:38] : Key: O, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:38] : Key: O, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:38] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:38] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:39] : Key: B, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:39] : Key: B, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:39] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:39] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:39] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:39] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:39] : Key: L, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:39] : Key: L, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:39] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:39] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:39] : Key: G, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:39] : Key: G, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:40] : Key: Y, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:40] : Key: Y, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:40] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:40] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:40] : Key: N, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:40] : Key: N, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:40] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:40] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:40] : Key: N, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:40] : Key: N, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:40] : Key: G, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:40] : Key: G, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:41] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:41] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:41] : Key: R, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:41] : Key: R, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:41] : Key: E, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:41] : Key: E, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:41] : Key: F, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:41] : Key: F, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:41] : Key: R, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:41] : Key: R, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:42] : Key: E, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:42] : Key: E, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:42] : Key: S, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:42] : Key: S, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:42] : Key: H, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:42] : Key: H, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:42] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:42] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:43] : Key: F, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:43] : Key: F, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:43] : Key: O, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:43] : Key: O, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:44] : Key: Backspace, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:44] : Key: Backspace, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:44] : Key: Backspace, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:44] : Key: Backspace, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:46] : Key: B, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:46] : Key: B, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:46] : Key: O, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:46] : Key: O, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:46] : Key: T, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:46] : Key: T, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:46] : Key: H, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:46] : Key: H, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:46] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:46] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:48] : Key: OemPeriod, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:48] : Key: OemPeriod, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:48] : Key: Shift, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:48] : Key: Shift, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:48] : Key: Shift + Enter, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:48] : Key: Shift + Enter, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:49] : Key: T, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:49] : Key: T, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:49] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:49] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:49] : Key: P, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:49] : Key: P, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:49] : Key: O, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:49] : Key: O, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:49] : Key: S, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:49] : Key: S, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:50] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:50] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:50] : Key: S, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:50] : Key: S, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:50] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:50] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:50] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:50] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:53] : Key: T, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:53] : Key: T, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:53] : Key: R, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:53] : Key: R, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:53] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:53] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:53] : Key: N, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:53] : Key: N, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:53] : Key: S, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:53] : Key: S, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:54] : Key: F, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:54] : Key: F, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:54] : Key: E, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:54] : Key: E, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:54] : Key: R, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:54] : Key: R, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:54] : Key: I, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:54] : Key: I, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:55] : Key: N, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:55] : Key: N, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:55] : Key: G, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:55] : Key: G, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:55] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:55] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:55] : Key: L, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:55] : Key: L, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:55] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:55] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:55] : Key: G, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:55] : Key: G, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:56] : Key: Y, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:56] : Key: Y, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:56] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:56] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:56] : Key: N, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:56] : Key: N, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:56] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:56] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:56] : Key: M, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:56] : Key: M, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:56] : Key: O, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:56] : Key: O, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:56] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:56] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:56] : Key: N, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:56] : Key: N, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:57] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:57] : Key: A, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:57] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
[2026-08-30 17:19:57] : Key: Spacebar, App: Code, Title: MainWindowViewModel.cs - test-deployment - Visual Studio Code
